"";"regiao";"sigla_uf";"id_municipio";"municipio";"votos_validos_2t_2018";"capital";"votos_bolsonaro_2t_2018";"aptos_2018";"amazonia_legal";"semiarido";"pib_total"
"1416";"Nordeste";"MA";2111409;"São Luís Gonzaga do Maranhão";12313;0;1359;15742;1;0;126873,745
"1417";"Nordeste";"MA";2111508;"São Mateus do Maranhão";18288;0;3483;22842;1;0;370149,907
"1418";"Nordeste";"MA";2111631;"São Raimundo do Doca Bezerra";3452;0;517;5292;1;0;35472,139
"1419";"Nordeste";"MA";2111672;"São Roberto";3175;0;417;4542;1;0;43145,152
"1420";"Nordeste";"MA";2111722;"Satubinha";3879;0;741;5760;1;0;66342,273
"1421";"Nordeste";"MA";2111748;"Senador Alexandre Costa";5124;0;908;7602;1;0;74198,612
"1422";"Nordeste";"MA";2111805;"Sítio Novo";10284;0;2800;11992;1;0;142733,866
"1423";"Nordeste";"MA";2112233;"Trizidela do Vale";11106;0;3426;15309;1;0;192363,869
"1424";"Nordeste";"MA";2112308;"Tuntum";17914;0;4365;23062;1;0;276483,487
"1425";"Nordeste";"MA";2100105;"Afonso Cunha";4422;0;374;6177;0;0;44851,18
"1426";"Nordeste";"MA";2100154;"Água Doce do Maranhão";7306;0;1027;11208;0;0;73174,442
"1427";"Nordeste";"MA";2100303;"Aldeias Altas";11618;0;1899;17538;0;0;174109,703
"1428";"Nordeste";"MA";2100436;"Alto Alegre do Maranhão";12074;0;2010;17472;1;0;219945,231
"1429";"Nordeste";"MA";2100808;"Anapurus";9488;0;1394;12479;0;0;135894,344
"1430";"Nordeste";"MA";2100907;"Araioses";21901;0;2476;32866;0;1;269137,672
"1431";"Nordeste";"MA";2101509;"Barão de Grajaú";10190;0;1110;14089;0;0;210046,311
"1432";"Nordeste";"MA";2101731;"Belágua";4653;0;295;5913;0;0;47587,712
"1433";"Nordeste";"MA";2102101;"Brejo";15899;0;2663;20505;0;0;274024,323
"1434";"Nordeste";"MA";2102200;"Buriti";14112;0;1608;20914;0;0;187543,484
"1435";"Nordeste";"MA";2102309;"Buriti Bravo";11802;0;1470;17900;1;0;153790,86
"1436";"Nordeste";"MA";2102754;"Capinzal do Norte";6126;0;1276;8715;1;0;131076,024
"1437";"Nordeste";"MA";2103000;"Caxias";76777;0;18488;96420;0;0;1708947,196
"1438";"Nordeste";"MA";2103208;"Chapadinha";38159;0;8385;46865;0;0;655647,935
"1439";"Nordeste";"MA";2103307;"Codó";50697;0;11473;70422;1;0;954062,627
"1440";"Nordeste";"MA";2103406;"Coelho Neto";23244;0;3734;28603;0;0;337821,406
"1441";"Nordeste";"MA";2103505;"Colinas";18565;0;2917;23395;1;0;321582,164
"1442";"Nordeste";"MA";2103604;"Coroatá";30490;0;8436;40772;1;0;397738,269
"1443";"Nordeste";"MA";2103901;"Duque Bacelar";6522;0;591;9349;0;0;68641,687
"1444";"Nordeste";"MA";2105450;"Jatobá";4502;0;650;6562;1;0;59924,991
"1445";"Nordeste";"MA";2105922;"Lagoa do Mato";5720;0;576;8354;0;0;75446,229
"1446";"Nordeste";"MA";2106300;"Magalhães de Almeida";7958;0;1697;12718;0;0;115468,299
"1447";"Nordeste";"MA";2106409;"Mata Roma";10389;0;1652;12682;0;0;122462,116
"1448";"Nordeste";"MA";2106607;"Matões";16696;0;2144;22383;0;0;174473,613
"1449";"Nordeste";"MA";2106672;"Milagres do Maranhão";3758;0;418;5742;0;0;50277,676
"1450";"Nordeste";"MA";2106706;"Mirador";10400;0;1514;13584;1;0;179762,987
"1451";"Nordeste";"MA";2107308;"Nova Iorque";2675;0;364;3689;1;0;36820,568
"1452";"Nordeste";"MA";2107704;"Paraibano";9670;0;1372;13295;1;0;138187,125
"1453";"Nordeste";"MA";2107803;"Parnarama";16594;0;1676;26373;0;0;199563,82
"1454";"Nordeste";"MA";2107902;"Passagem Franca";9349;0;1672;12108;0;0;127969,22
"1455";"Nordeste";"MA";2108009;"Pastos Bons";9434;0;1504;12994;1;0;190276,239
"1456";"Nordeste";"MA";2108454;"Peritoró";11131;0;1457;14034;1;0;182687,149
"1457";"Nordeste";"MA";2110104;"Santa Quitéria do Maranhão";13869;0;1668;20875;0;0;162899,814
"1458";"Nordeste";"MA";2110237;"Santana do Maranhão";5077;0;694;8291;0;0;58102,519
"1459";"Nordeste";"MA";2110401;"São Benedito do Rio Preto";10150;0;1116;12530;0;0;111225,874
"1460";"Nordeste";"MA";2110609;"São Bernardo";13994;0;2167;20981;0;0;248030,626
"1461";"Nordeste";"MA";2110906;"São Francisco do Maranhão";6410;0;662;9441;0;0;71995,543
"1462";"Nordeste";"MA";2111078;"São João do Soter";8770;0;822;11286;1;0;94708,171
"1463";"Nordeste";"MA";2111102;"São João dos Patos";12848;0;2841;19958;0;0;263222,244
"1464";"Nordeste";"MA";2111904;"Sucupira do Norte";5825;0;1024;8432;1;0;74318,024
"1465";"Nordeste";"MA";2111953;"Sucupira do Riachão";2836;0;298;4285;0;0;42312,248
"1466";"Nordeste";"MA";2112100;"Timbiras";13374;0;1936;18658;1;0;150305,176
"1467";"Nordeste";"MA";2112209;"Timon";83884;0;21797;104287;0;1;1796157,415
"1468";"Nordeste";"MA";2112605;"Urbano Santos";16190;0;1835;20291;0;0;181720,833
"1469";"Nordeste";"PI";2201200;"Barras";25346;0;5265;34109;0;1;369213,344
"1470";"Nordeste";"PI";2201507;"Batalha";15036;0;3441;20700;0;1;177474,925
"1471";"Nordeste";"PI";2201770;"Boa Hora";4272;0;630;5707;0;1;45711,923
"1472";"Nordeste";"PI";2201919;"Bom Princípio do Piauí";4369;0;825;5546;0;1;49109,003
"1473";"Nordeste";"PI";2201960;"Brasileira";5036;0;705;6741;0;1;53638,718
"1474";"Nordeste";"PI";2202000;"Buriti dos Lopes";12170;0;2191;15099;0;1;157173,274
"1475";"Nordeste";"PI";2202059;"Cabeceiras do Piauí";6421;0;688;8556;0;1;59083,362
"1476";"Nordeste";"PI";2202083;"Cajueiro da Praia";4920;0;813;6186;0;0;81551,235
"1477";"Nordeste";"PI";2202174;"Campo Largo do Piauí";3459;0;589;4339;0;0;41711,507
"1478";"Nordeste";"PI";2202539;"Caraúbas do Piauí";3481;0;758;4554;0;1;44933,316
"1479";"Nordeste";"PI";2202653;"Caxingó";3835;0;569;4910;0;1;43691,705
"1480";"Nordeste";"PI";2202703;"Cocal";14854;0;2894;18541;0;1;211420,713
"1481";"Nordeste";"PI";2202729;"Cocal dos Alves";3943;0;364;4898;0;1;44451,937
"1482";"Nordeste";"PI";2203701;"Esperantina";21085;0;5532;28221;0;0;338421,024
"1483";"Nordeste";"PI";2204659;"Ilha Grande";5952;0;1067;7653;0;1;68248,673
"1484";"Nordeste";"PI";2205409;"Joaquim Pires";8317;0;1760;10294;0;0;90565,142
"1485";"Nordeste";"PI";2205458;"Joca Marques";3260;0;399;4399;0;0;34501,364
"1486";"Nordeste";"PI";2205706;"Luís Correia";18035;0;3376;23839;0;1;286913,44
"1487";"Nordeste";"PI";2205805;"Luzilândia";13805;0;2966;18426;0;0;191740,535
"1488";"Nordeste";"PI";2205854;"Madeiro";4436;0;564;5968;0;0;48645,352
"1489";"Nordeste";"PI";2206100;"Matias Olímpio";5917;0;1081;7798;0;0;72095,81
"1490";"Nordeste";"PI";2206209;"Miguel Alves";17179;0;2649;23365;0;0;228090,346
"1491";"Nordeste";"PI";2206670;"Morro do Chapéu do Piauí";3707;0;599;4994;0;0;44501,92
"1492";"Nordeste";"PI";2206696;"Murici dos Portelas";4192;0;658;5194;0;0;64737,939
"1493";"Nordeste";"PI";2206803;"Nossa Senhora dos Remédios";5670;0;1073;7220;0;0;59819,355
"1494";"Nordeste";"PI";2207702;"Parnaíba";78910;0;29587;102064;0;1;2037877,272
"1495";"Nordeste";"PI";2208304;"Piracuruca";16935;0;3782;22799;0;1;260367,287
"1496";"Nordeste";"PI";2208403;"Piripiri";35190;0;8628;49684;0;1;657240,278
"1497";"Nordeste";"PI";2208502;"Porto";5892;0;752;7906;0;0;80877,215
"1498";"Nordeste";"PI";2209872;"São João da Fronteira";3360;0;441;4466;0;1;44499,481
"1499";"Nordeste";"PI";2209971;"São João do Arraial";5113;0;1447;6246;0;0;46381,925
"1500";"Nordeste";"PI";2210052;"São José do Divino";3670;0;546;4565;0;1;45380,112
"1501";"Nordeste";"PI";2200103;"Agricolândia";3586;0;623;4709;0;0;34198,739
"1502";"Nordeste";"PI";2200202;"Água Branca";10741;0;2799;13651;0;0;183263,951
"1503";"Nordeste";"PI";2200301;"Alto Longá";8796;0;1445;11399;0;1;89130,434
"1504";"Nordeste";"PI";2200400;"Altos";25070;0;4338;30394;0;1;372945,632
"1505";"Nordeste";"PI";2200509;"Amarante";10455;0;1419;14232;0;1;134527,658
"1506";"Nordeste";"PI";2200608;"Angical do Piauí";4603;0;869;6159;0;1;55260,772
"1507";"Nordeste";"PI";2200905;"Aroazes";3766;0;436;5065;0;1;45273,34
"1508";"Nordeste";"PI";2201002;"Arraial";2841;0;308;3740;0;1;34281,57
"1509";"Nordeste";"PI";2201051;"Assunção do Piauí";4581;0;528;6221;0;1;47388,14
"1510";"Nordeste";"PI";2201176;"Barra D'Alcântara";2339;0;297;3054;0;1;32370,505
"1511";"Nordeste";"PI";2201408;"Barro Duro";4171;0;987;5448;0;0;62049,795
"1512";"Nordeste";"PI";2201606;"Beneditinos";6898;0;957;8631;0;1;69201,591
"1513";"Nordeste";"PI";2201945;"Boqueirão do Piauí";3759;0;413;4742;0;1;40197,667
"1514";"Nordeste";"PI";2202026;"Buriti dos Montes";4478;0;472;5800;0;1;51317,987
"1515";"Nordeste";"PI";2202208;"Campo Maior";26348;0;6730;33457;0;1;544402,693
"1516";"Nordeste";"PI";2202406;"Capitão de Campos";6906;0;959;8834;0;1;82580,906
"1517";"Nordeste";"PI";2202604;"Castelo do Piauí";10875;0;2452;15214;0;1;159381,168
"1518";"Nordeste";"PI";2202711;"Cocal de Telha";3081;0;245;3938;0;1;37509,962
"1519";"Nordeste";"PI";2202737;"Coivaras";3603;0;759;4470;0;1;29759,818
"1520";"Nordeste";"PI";2203255;"Curralinhos";3185;0;408;4011;0;0;26143,335
"1521";"Nordeste";"PI";2203305;"Demerval Lobão";8640;0;1807;10673;0;1;133282,616
"1522";"Nordeste";"PI";2203420;"Domingos Mourão";2571;0;316;3420;0;1;31910,091
"1523";"Nordeste";"PI";2203503;"Elesbão Veloso";8773;0;1120;12259;0;1;123746,481
"1524";"Nordeste";"PI";2204006;"Francinópolis";2891;0;333;3966;0;1;36157,674
"1525";"Nordeste";"PI";2204105;"Francisco Ayres";2895;0;402;3731;0;1;36426,215
"1526";"Nordeste";"PI";2204600;"Hugo Napoleão";2713;0;509;3671;0;0;26748,9
"1527";"Nordeste";"PI";2204709;"Inhuma";8776;0;1389;11949;0;1;122334,1
"1528";"Nordeste";"PI";2205250;"Jardim do Mulato";2906;0;446;3740;0;1;29452,815
"1529";"Nordeste";"PI";2205276;"Jatobá do Piauí";4239;0;562;5482;0;1;40038,443
"1530";"Nordeste";"PI";2205508;"José de Freitas";25244;0;3335;31038;0;1;319692,158
"1531";"Nordeste";"PI";2205516;"Juazeiro do Piauí";3833;0;654;5113;0;1;41717,275
"1532";"Nordeste";"PI";2205540;"Lagoinha do Piauí";1959;0;279;2528;0;0;20211,625
"1533";"Nordeste";"PI";2205557;"Lagoa Alegre";5688;0;668;7093;0;0;58730,803
"1534";"Nordeste";"PI";2205573;"Lagoa de São Francisco";3793;0;414;4853;0;1;39870,668
"1535";"Nordeste";"PI";2205581;"Lagoa do Piauí";3195;0;624;3853;0;1;43750,77
"1536";"Nordeste";"PI";2205599;"Lagoa do Sítio";2931;0;345;3854;0;1;45737,171
"1537";"Nordeste";"PI";2206308;"Miguel Leão";1009;0;278;1329;0;0;14724,789
"1538";"Nordeste";"PI";2206357;"Milton Brandão";4177;0;936;5686;0;1;43190,391
"1539";"Nordeste";"PI";2206407;"Monsenhor Gil";7361;0;1303;9150;0;1;91039,844
"1540";"Nordeste";"PI";2206720;"Nazária";7979;0;1485;10266;0;0;78876,042
"1541";"Nordeste";"PI";2206753;"Nossa Senhora de Nazaré";3825;0;437;4794;0;1;33372,748
"1542";"Nordeste";"PI";2206902;"Novo Oriente do Piauí";3745;0;356;4864;0;1;42012,027
"1543";"Nordeste";"PI";2206951;"Novo Santo Antônio";2849;0;338;3943;0;1;22113,441
"1544";"Nordeste";"PI";2207108;"Olho D'Água do Piauí";1745;0;278;2167;0;0;20053,59
"1545";"Nordeste";"PI";2207504;"Palmeirais";8496;0;1145;11246;0;0;97352,702
"1546";"Nordeste";"PI";2207751;"Passagem Franca do Piauí";2690;0;474;3404;0;1;35341,952
"1547";"Nordeste";"PI";2207793;"Pau D'Arco do Piauí";3459;0;488;4479;0;1;24337,027
"1548";"Nordeste";"PI";2207900;"Pedro II";21748;0;4697;29605;0;1;289648,239
"1549";"Nordeste";"PI";2208106;"Pimenteiras";6407;0;1228;8284;0;1;79990,738
"1550";"Nordeste";"PI";2208601;"Prata do Piauí";2208;0;244;3088;0;1;22044,444
"1551";"Nordeste";"PI";2208809;"Regeneração";9680;0;1126;13635;0;1;157687,041
"1552";"Nordeste";"PI";2209153;"Santa Cruz dos Milagres";2306;0;305;3183;0;1;32597,588
"1553";"Nordeste";"PI";2209450;"Santo Antônio dos Milagres";1316;0;176;1684;0;1;12992,886
"1554";"Nordeste";"PI";2209609;"São Félix do Piauí";2348;0;520;3499;0;1;24217,566
"1555";"Nordeste";"PI";2209807;"São Gonçalo do Piauí";3258;0;823;4303;0;1;35346,094
"1556";"Nordeste";"PI";2209906;"São João da Serra";4431;0;794;6000;0;1;47053,555
"1557";"Nordeste";"PI";2210383;"São Miguel da Baixa Grande";1663;0;400;2304;0;1;20291,13
"1558";"Nordeste";"PI";2210409;"São Miguel do Tapuio";10402;0;1340;14443;0;1;121266,412
"1559";"Nordeste";"PI";2210508;"São Pedro do Piauí";7811;0;1681;9758;0;1;102648,469
"1560";"Nordeste";"PI";2210656;"Sigefredo Pacheco";6030;0;830;7720;0;1;61779,652
"1561";"Nordeste";"PI";2211001;"Teresina";436448;1;162652;556287;0;1;19117640,578
"1562";"Nordeste";"PI";2211100;"União";26844;0;5457;33048;0;0;338819,527
"1563";"Nordeste";"PI";2211308;"Valença do Piauí";11701;0;2399;15273;0;1;223658,512
"1564";"Nordeste";"PI";2211407;"Várzea Grande";2619;0;439;3446;0;1;30919,302
"1565";"Nordeste";"PI";2200459;"Alvorada do Gurguéia";2951;0;379;3614;0;1;73951,178
"1566";"Nordeste";"PI";2200707;"Anísio de Abreu";5060;0;605;6368;0;1;66755,724
"1567";"Nordeste";"PI";2200806;"Antônio Almeida";1975;0;586;2776;0;0;70621,45
"1568";"Nordeste";"PI";2201101;"Avelino Lopes";6613;0;1169;8251;0;1;77761,591
"1569";"Nordeste";"PI";2201150;"Baixa Grande do Ribeiro";6612;0;1605;7986;0;0;744552,833
"1570";"Nordeste";"PI";2201309;"Barreiras do Piauí";1935;0;378;2533;0;0;24223,696
"1571";"Nordeste";"PI";2201705;"Bertolínia";3377;0;634;4278;0;1;53320,604
"1572";"Nordeste";"PI";2201903;"Bom Jesus";13130;0;3864;16652;0;1;873788,299
"1573";"Nordeste";"PI";2201929;"Bonfim do Piauí";3420;0;179;4666;0;1;36670,921
"1574";"Nordeste";"PI";2201988;"Brejo do Piauí";2743;0;235;3405;0;1;31788,338
"1575";"Nordeste";"PI";2202251;"Canavieira";2051;0;304;2677;0;1;31355,452
"1576";"Nordeste";"PI";2202307;"Canto do Buriti";10687;0;2080;14454;0;1;207518,482
"1577";"Nordeste";"PI";2202505;"Caracol";5877;0;685;7210;0;1;69185,28
"1578";"Nordeste";"PI";2202752;"Colônia do Gurguéia";3558;0;585;4440;0;1;52308,919
"1579";"Nordeste";"PI";2202851;"Coronel José Dias";3521;0;209;4407;0;1;32212,785
"1580";"Nordeste";"PI";2202901;"Corrente";14054;0;3426;18854;0;1;381063,547
"1581";"Nordeste";"PI";2203008;"Cristalândia do Piauí";3757;0;561;4719;0;1;53739,928
"1582";"Nordeste";"PI";2203107;"Cristino Castro";5319;0;908;6781;0;1;99044,771
"1583";"Nordeste";"PI";2203206;"Curimatá";5951;0;968;7786;0;1;88834,961
"1584";"Nordeste";"PI";2203230;"Currais";3774;0;490;4841;0;1;156453,996
"1585";"Nordeste";"PI";2203354;"Dirceu Arcoverde";4240;0;305;5402;0;1;44230,827
"1586";"Nordeste";"PI";2203453;"Dom Inocêncio";5135;0;439;6488;0;1;56717,999
"1587";"Nordeste";"PI";2203602;"Eliseu Martins";2558;0;584;3332;0;1;40846,512
"1588";"Nordeste";"PI";2203750;"Fartura do Piauí";3144;0;166;3979;0;1;27875,181
"1589";"Nordeste";"PI";2203800;"Flores do Piauí";2869;0;394;3708;0;1;36028,193
"1590";"Nordeste";"PI";2203909;"Floriano";32070;0;8059;42796;0;1;1019439,978
"1591";"Nordeste";"PI";2204402;"Gilbués";5396;0;858;7089;0;0;185880,889
"1592";"Nordeste";"PI";2204501;"Guadalupe";5824;0;1094;7876;0;0;534631,897
"1593";"Nordeste";"PI";2204550;"Guaribas";2938;0;59;3577;0;1;30674,446
"1594";"Nordeste";"PI";2205102;"Itaueira";6158;0;1172;8191;0;1;109043,209
"1595";"Nordeste";"PI";2205300;"Jerumenha";3135;0;507;4043;0;0;43378,159
"1596";"Nordeste";"PI";2205524;"Júlio Borges";3192;0;360;3953;0;1;40449,69
"1597";"Nordeste";"PI";2205532;"Jurema";3455;0;421;4335;0;1;35273,718
"1598";"Nordeste";"PI";2205607;"Landri Sales";3047;0;443;4472;0;0;61796,507
"1599";"Nordeste";"PI";2205904;"Manoel Emídio";3195;0;508;4298;0;1;42411,111
"1600";"Nordeste";"PI";2206001;"Marcos Parente";2695;0;730;3639;0;0;39735,483
"1601";"Nordeste";"PI";2206605;"Monte Alegre do Piauí";5910;0;847;7690;0;0;155126,582
"1602";"Nordeste";"PI";2206654;"Morro Cabeça no Tempo";2469;0;213;3133;0;1;30625,241
"1603";"Nordeste";"PI";2206704;"Nazaré do Piauí";4429;0;387;5529;0;1;48552,889
"1604";"Nordeste";"PI";2207355;"Pajeú do Piauí";2232;0;362;3145;0;1;27307,571
"1605";"Nordeste";"PI";2207405;"Palmeira do Piauí";3133;0;568;4085;0;1;71088,507
"1606";"Nordeste";"PI";2207603;"Parnaguá";5147;0;610;6571;0;1;80970,608
"1607";"Nordeste";"PI";2207850;"Pavussu";2638;0;176;3246;0;1;27811,943
"1608";"Nordeste";"PI";2208551;"Porto Alegre do Piauí";1368;0;254;1871;0;0;22698,393
"1609";"Nordeste";"PI";2208700;"Redenção do Gurguéia";4513;0;945;6044;0;1;67413,212
"1610";"Nordeste";"PI";2208858;"Riacho Frio";2901;0;315;3690;0;1;35147,007
"1611";"Nordeste";"PI";2208908;"Ribeiro Gonçalves";3485;0;903;4882;0;0;346828,78
"1612";"Nordeste";"PI";2209005;"Rio Grande do Piauí";3724;0;449;4782;0;1;44689,595
"1613";"Nordeste";"PI";2209203;"Santa Filomena";3416;0;663;4385;0;0;213170,516
"1614";"Nordeste";"PI";2209302;"Santa Luz";3391;0;771;4095;0;1;45875,979
"1615";"Nordeste";"PI";2209559;"São Braz do Piauí";2880;0;160;3648;0;1;27904,261
"1616";"Nordeste";"PI";2209708;"São Francisco do Piauí";4020;0;1182;5382;0;1;48066,273
"1617";"Nordeste";"PI";2209757;"São Gonçalo do Gurguéia";1528;0;304;2045;0;1;28733,634
"1618";"Nordeste";"PI";2210102;"São José do Peixe";2175;0;280;2876;0;1;32441,764
"1619";"Nordeste";"PI";2210359;"São Lourenço do Piauí";3507;0;274;4462;0;1;29904,998
"1620";"Nordeste";"PI";2210391;"São Miguel do Fidalgo";1835;0;157;2477;0;1;23516,208
"1621";"Nordeste";"PI";2210607;"São Raimundo Nonato";18219;0;2518;22524;0;1;407818,168
"1622";"Nordeste";"PI";2210623;"Sebastião Barros";2844;0;411;3847;0;1;35079,828
"1623";"Nordeste";"PI";2210631;"Sebastião Leal";2862;0;890;3533;0;1;123308,633
"1624";"Nordeste";"PI";2210953;"Tamboril do Piauí";1881;0;226;2472;0;1;21915,687
"1625";"Nordeste";"PI";2211209;"Uruçuí";12067;0;3572;16122;0;0;1261586,205
"1626";"Nordeste";"PI";2211357;"Várzea Branca";3141;0;266;4129;0;1;34734,629
"1627";"Nordeste";"PI";2200053;"Acauã";4624;0;428;5479;0;1;44378,223
"1628";"Nordeste";"PI";2200251;"Alagoinha do Piauí";4659;0;924;5671;0;1;49630,803
"1629";"Nordeste";"PI";2200277;"Alegrete do Piauí";3185;0;498;3945;0;1;33755,179
"1630";"Nordeste";"PI";2200954;"Aroeiras do Itaim";2807;0;393;3325;0;1;17960,578
"1631";"Nordeste";"PI";2201556;"Bela Vista do Piauí";2762;0;155;3125;0;1;33123,634
"1632";"Nordeste";"PI";2201572;"Belém do Piauí";2205;0;235;2668;0;1;26726,535
"1633";"Nordeste";"PI";2201739;"Betânia do Piauí";3971;0;275;4871;0;1;43507,274
"1634";"Nordeste";"PI";2201804;"Bocaina";3915;0;772;4675;0;1;48403,204
"1635";"Nordeste";"PI";2202075;"Cajazeiras do Piauí";2267;0;241;3028;0;1;25414,334
"1636";"Nordeste";"PI";2202091;"Caldeirão Grande do Piauí";3650;0;507;4434;0;1;45508,158
"1637";"Nordeste";"PI";2202109;"Campinas do Piauí";3655;0;250;4835;0;1;42382,014
"1638";"Nordeste";"PI";2202117;"Campo Alegre do Fidalgo";3267;0;233;3863;0;1;33927,503
"1639";"Nordeste";"PI";2202133;"Campo Grande do Piauí";3746;0;344;4571;0;1;49787,285
"1640";"Nordeste";"PI";2202455;"Capitão Gervásio Oliveira";2788;0;121;3278;0;1;30153,236
"1641";"Nordeste";"PI";2202554;"Caridade do Piauí";3295;0;384;4327;0;1;32858,9
"1642";"Nordeste";"PI";2202778;"Colônia do Piauí";4447;0;453;5849;0;1;51536,098
"1643";"Nordeste";"PI";2202802;"Conceição do Canindé";3144;0;368;4220;0;1;42541,111
"1644";"Nordeste";"PI";2203271;"Curral Novo do Piauí";3127;0;220;3965;0;1;302333,151
"1645";"Nordeste";"PI";2203404;"Dom Expedito Lopes";4744;0;795;5694;0;1;66929,155
"1646";"Nordeste";"PI";2203859;"Floresta do Piauí";1734;0;158;2457;0;1;20000,321
"1647";"Nordeste";"PI";2204154;"Francisco Macedo";1971;0;223;2440;0;1;23295,943
"1648";"Nordeste";"PI";2204204;"Francisco Santos";5149;0;907;7324;0;1;62302,21
"1649";"Nordeste";"PI";2204303;"Fronteiras";6724;0;1121;8680;0;1;146169,061
"1650";"Nordeste";"PI";2204352;"Geminiano";4465;0;586;5470;0;1;42711,404
"1651";"Nordeste";"PI";2204808;"Ipiranga do Piauí";5405;0;568;6704;0;1;68411,06
"1652";"Nordeste";"PI";2204907;"Isaías Coelho";4524;0;278;5546;0;1;53762,952
"1653";"Nordeste";"PI";2205003;"Itainópolis";6961;0;947;8705;0;1;79806,177
"1654";"Nordeste";"PI";2205151;"Jacobina do Piauí";3726;0;340;4575;0;1;43091,064
"1655";"Nordeste";"PI";2205201;"Jaicós";9441;0;1221;12282;0;1;160112,668
"1656";"Nordeste";"PI";2205359;"João Costa";2344;0;188;2844;0;1;25952,386
"1657";"Nordeste";"PI";2205565;"Lagoa do Barro do Piauí";3193;0;273;3813;0;1;37309,292
"1658";"Nordeste";"PI";2205953;"Marcolândia";5425;0;1100;6658;0;1;62005,096
"1659";"Nordeste";"PI";2206050;"Massapê do Piauí";4092;0;259;5050;0;1;38950,041
"1660";"Nordeste";"PI";2206506;"Monsenhor Hipólito";4947;0;757;6092;0;1;54390,782
"1661";"Nordeste";"PI";2207009;"Oeiras";20551;0;3464;27661;0;1;401130,519
"1662";"Nordeste";"PI";2207207;"Padre Marcos";4327;0;561;5472;0;1;54162,152
"1663";"Nordeste";"PI";2207306;"Paes Landim";2661;0;717;3423;0;1;35135,481
"1664";"Nordeste";"PI";2207553;"Paquetá";2883;0;318;3371;0;1;33335,518
"1665";"Nordeste";"PI";2207777;"Patos do Piauí";3855;0;502;4972;0;1;45467,314
"1666";"Nordeste";"PI";2207801;"Paulistana";11653;0;1585;14856;0;1;192246,762
"1667";"Nordeste";"PI";2207934;"Pedro Laurentino";1913;0;284;2438;0;1;20999,428
"1668";"Nordeste";"PI";2207959;"Nova Santa Rita";2865;0;180;3448;0;1;32993,231
"1669";"Nordeste";"PI";2208007;"Picos";40156;0;10143;50670;0;1;1425826,616
"1670";"Nordeste";"PI";2208205;"Pio IX";10441;0;1132;12822;0;1;134288,935
"1671";"Nordeste";"PI";2208650;"Queimada Nova";5144;0;471;6141;0;1;68303,061
"1672";"Nordeste";"PI";2208874;"Ribeira do Piauí";2502;0;187;3127;0;1;111342,904
"1673";"Nordeste";"PI";2209104;"Santa Cruz do Piauí";4160;0;655;4975;0;1;48960,005
"1674";"Nordeste";"PI";2209351;"Santana do Piauí";3009;0;391;3646;0;1;32725,589
"1675";"Nordeste";"PI";2209377;"Santa Rosa do Piauí";3141;0;872;4193;0;1;35823,338
"1676";"Nordeste";"PI";2209401;"Santo Antônio de Lisboa";3973;0;598;4751;0;1;58173,023
"1677";"Nordeste";"PI";2209500;"Santo Inácio do Piauí";2432;0;398;3212;0;1;27386,478
"1678";"Nordeste";"PI";2209658;"São Francisco de Assis do Piauí";3359;0;513;4140;0;1;39059,399
"1679";"Nordeste";"PI";2209856;"São João da Canabrava";3251;0;383;4071;0;1;32462,714
"1680";"Nordeste";"PI";2209955;"São João da Varjota";2868;0;263;3701;0;1;29829,438
"1681";"Nordeste";"PI";2210003;"São João do Piauí";11038;0;1805;13798;0;1;215814,389
"1682";"Nordeste";"PI";2210201;"São José do Piauí";4305;0;612;5420;0;1;51980,819
"1683";"Nordeste";"PI";2210300;"São Julião";3969;0;1098;4920;0;1;43990,636
"1684";"Nordeste";"PI";2210375;"São Luis do Piauí";1808;0;205;2131;0;1;17236,639
"1685";"Nordeste";"PI";2210706;"Simões";8268;0;1089;10588;0;1;464216,96
"1686";"Nordeste";"PI";2210805;"Simplício Mendes";6892;0;1048;8648;0;1;132453,682
"1687";"Nordeste";"PI";2210904;"Socorro do Piauí";2803;0;441;3882;0;1;33471,737
"1688";"Nordeste";"PI";2210938;"Sussuapara";4922;0;758;5945;0;1;48243,126
"1689";"Nordeste";"PI";2210979;"Tanque do Piauí";1701;0;253;2212;0;1;27097,098
"1690";"Nordeste";"PI";2211506;"Vera Mendes";2430;0;187;3031;0;1;24082,407
"1691";"Nordeste";"PI";2211605;"Vila Nova do Piauí";2156;0;346;2557;0;1;28811,905
"1692";"Nordeste";"PI";2211704;"Wall Ferraz";2831;0;547;3401;0;1;31400,04
"1693";"Nordeste";"CE";2300200;"Acaraú";29815;0;6154;39795;0;1;634059,78
"1694";"Nordeste";"CE";2300507;"Alcântaras";6482;0;883;8941;0;1;69284,102
"1695";"Nordeste";"CE";2302057;"Barroquinha";9500;0;1216;12153;0;1;102556,403
"1696";"Nordeste";"CE";2302305;"Bela Cruz";14254;0;3113;19351;0;1;239169,165
"1697";"Nordeste";"CE";2302602;"Camocim";33529;0;8274;43900;0;1;663652,179
"1698";"Nordeste";"CE";2303105;"Cariré";10279;0;2865;13785;0;1;141114,639
"1699";"Nordeste";"CE";2303402;"Carnaubal";9003;0;2176;12127;0;1;119643,62
"1700";"Nordeste";"CE";2303659;"Catunda";5986;0;744;7585;0;1;85801,493
"1701";"Nordeste";"CE";2303907;"Chaval";7772;0;1016;9872;0;1;92311,223
"1702";"Nordeste";"CE";2304004;"Coreaú";13533;0;2559;17976;0;1;150373,179
